,max,mean,median,min,rmse,sse,std
icp.zip,850.6991797211268,157.85827747220054,61.25485068538242,1.1168722249630022e-06,273.769253055953,339521705.7522294,223.6746926952716
ndt_omp.zip,53.35567027116687,20.050392934024543,21.0379174920862,1.1168722249630022e-06,25.54815953147254,2956769.303168437,15.833199254629166
ndt.zip,44.54608503353508,20.205594465523756,18.79167833023317,1.0873802061339218e-06,23.148739542143996,2429072.1574539654,11.29593266113147
